id,area_sqft,bedrooms,bathrooms,age_years,basement,garage_spaces,lot_size_sqft,floors,neighborhood,year_sold,month_sold,sale_price
5417,1744,3,1,3,1,0,9640,2,South,2021,9,336000
5418,2339,4,1,9,1,2,12440,1,East,2021,10,474000
5419,1627,3,1,15,1,2,3662,2,East,2021,4,456000
5420,2272,3,2,6,1,1,5509,1,East,2021,8,469000
5421,1409,3,1,5,1,3,6916,1,North,2021,8,297000
5422,1903,4,2,29,1,2,9204,1,Central,2022,11,399000
5423,3766,6,1,3,1,2,13274,1,North,2021,7,827000
5424,2029,4,2,30,0,2,8767,2,North,2021,11,360000
5425,2015,3,1,46,1,3,4218,2,West,2022,7,262000
5426,1998,3,2,20,0,2,6199,1,North,2022,10,357000
5427,4255,5,1,24,0,1,16000,3,North,2021,2,794000
5428,936,2,1,2,0,1,2052,1,North,2023,6,250000
5429,2198,4,4,41,1,0,8195,1,North,2021,6,370000
5430,3226,5,2,4,1,1,10391,2,South,2022,12,528000
5431,2186,3,2,24,1,3,9604,2,South,2021,3,359000
5432,1094,1,1,49,0,2,2450,1,East,2021,3,181000
5433,1952,3,3,22,1,3,6614,2,East,2021,8,462000
5434,1127,2,1,31,1,1,5884,1,East,2022,5,229000
5435,2303,3,2,12,1,2,5203,1,West,2023,2,366000
5436,3048,4,1,2,0,3,7293,1,South,2022,5,527000
5437,1553,3,1,36,0,0,7830,2,North,2021,1,214000
5438,3304,5,3,1,0,2,14752,2,Central,2021,1,663000
5439,1387,3,3,30,1,3,7810,1,West,2021,5,254000
5440,3429,5,2,1,1,3,13640,1,North,2021,9,661000
5441,2288,3,2,41,1,3,9743,2,Central,2023,4,435000
5442,1267,3,2,3,1,3,3005,1,West,2021,8,282000
5443,1419,2,2,17,1,2,7749,1,North,2021,11,252000
5444,3808,6,4,23,1,1,17150,2,Central,2022,7,932000
5445,1074,2,1,13,1,2,2460,1,South,2021,5,246000
5446,1573,3,1,5,0,3,9295,1,Central,2021,7,312000
5447,2498,4,2,14,1,2,6600,1,North,2021,12,458000
5448,2172,3,2,5,1,1,11204,2,North,2023,4,456000
5449,1786,3,2,12,0,2,7393,2,West,2023,5,343000
5450,1200,2,1,6,1,2,2660,1,North,2023,5,302000
5451,999,2,1,20,1,1,4490,1,North,2021,1,216000
5452,1382,3,1,3,1,2,7429,1,West,2022,3,284000
5453,1031,1,1,50,1,2,3818,1,North,2021,6,159000
5454,2359,3,2,16,1,2,11117,2,Central,2022,4,478000
5455,2765,5,3,3,0,1,12613,1,East,2021,11,649000
5456,1472,2,1,14,0,1,7812,1,Central,2022,11,292000
5457,2382,4,1,41,1,2,9743,2,East,2021,3,401000
5458,1788,2,2,1,1,2,9959,1,East,2023,1,521000
5459,4470,5,1,28,0,1,23826,2,South,2023,4,690000
5460,4197,5,4,19,1,1,13569,3,West,2023,5,725000
5461,3422,5,1,3,1,1,7948,3,South,2023,3,646000
5462,1243,2,2,38,0,2,6943,1,South,2022,1,195000
5463,1570,2,1,7,1,3,5819,1,North,2022,4,344000
5464,1692,3,2,4,1,2,8273,2,North,2021,2,446000
5465,1127,2,2,39,1,3,2686,1,South,2022,6,214000
5466,1964,4,4,25,1,2,7674,2,West,2023,5,413000
5467,2729,4,3,43,0,2,10551,2,South,2023,6,445000
5468,3263,4,2,25,1,1,8511,2,South,2023,4,546000
5469,3393,4,1,33,1,2,15055,1,Central,2022,6,619000
5470,1915,4,1,39,1,2,5080,2,West,2021,7,317000
5471,2031,3,2,2,0,2,4077,2,Central,2021,6,454000
5472,2408,4,2,35,1,2,13374,1,Central,2022,6,438000
5473,1239,2,1,24,1,1,4801,1,North,2022,2,239000
5474,2881,5,3,2,1,1,12182,2,Central,2023,5,703000
5475,1166,1,1,16,1,3,2470,1,North,2021,2,245000
5476,2200,4,2,2,1,1,10915,1,Central,2021,9,428000
5477,1902,3,3,32,0,1,9464,1,East,2021,4,402000
5478,2075,3,1,19,1,3,7010,1,East,2022,1,483000
5479,3372,5,4,47,1,2,8815,2,West,2021,4,474000
5480,1721,2,2,3,0,1,10318,2,Central,2021,11,406000
5481,2982,4,2,23,0,1,6102,2,West,2021,8,433000
5482,954,2,1,3,0,1,4285,1,East,2021,12,227000
5483,2488,3,3,24,0,2,9749,1,North,2023,5,434000
5484,3150,4,3,31,1,2,15267,2,West,2021,10,490000
5485,2198,3,2,31,0,1,9578,2,North,2021,8,337000
5486,4095,6,1,38,1,3,19692,2,West,2023,4,643000
5487,1535,2,1,40,1,1,7378,2,East,2023,1,287000
5488,1673,2,2,2,1,1,4528,2,South,2021,11,343000
5489,2084,4,2,5,1,3,12491,2,West,2022,8,392000
5490,4411,6,4,29,1,1,9412,3,West,2021,4,689000
5491,1099,1,1,16,1,3,2456,1,Central,2023,1,289000
5492,3013,4,2,3,0,2,7032,2,South,2023,2,554000
5493,1723,2,1,20,1,0,3890,1,Central,2022,10,346000
5494,1597,2,1,9,1,2,8217,2,Central,2022,12,356000
5495,1991,4,2,8,0,2,10869,1,Central,2022,5,447000
5496,2143,3,1,37,1,3,5077,2,Central,2022,8,411000
5497,1906,3,1,9,1,2,6461,2,West,2021,6,344000
5498,2924,4,2,1,0,2,12378,2,North,2023,5,617000
5499,1656,2,2,2,1,1,6194,2,East,2021,11,443000
5500,2492,4,1,41,1,2,12691,2,West,2023,4,360000
5501,2475,4,4,48,1,1,11743,2,Central,2021,12,429000
5502,1054,1,1,29,1,0,4683,1,East,2022,11,226000
5503,1040,1,1,6,1,3,4716,1,West,2021,11,242000
5504,1806,4,1,46,0,1,6994,1,West,2022,4,223000
5505,1951,3,3,27,1,1,5962,1,South,2023,1,337000
5506,1319,2,2,40,1,2,7701,1,North,2021,10,243000
5507,2184,4,3,34,1,3,9697,1,West,2022,10,356000
5508,2069,3,1,8,0,0,9019,2,South,2022,3,352000
5509,1046,2,1,14,0,1,5618,1,South,2022,10,190000
5510,1924,3,1,3,1,0,10496,2,West,2021,10,295000
5511,1084,2,1,4,1,0,6210,1,West,2023,1,280000
5512,4298,5,3,35,1,2,11710,1,East,2021,8,902000
5513,2583,4,2,43,1,2,8915,1,Central,2021,7,514000
5514,3000,4,4,31,1,2,13189,3,South,2021,8,547000
5515,1240,3,2,13,0,2,2667,1,South,2021,2,209000
5516,3147,5,2,2,0,3,6420,1,West,2021,10,480000
5517,2682,4,4,2,1,2,14599,2,Central,2023,4,712000
5518,2821,5,2,7,1,3,14779,1,East,2021,1,689000
5519,1549,2,2,13,1,2,4537,1,North,2021,8,288000
5520,1660,3,2,23,1,2,5062,2,West,2023,6,379000
5521,2505,4,1,1,1,2,11250,2,Central,2021,2,630000
5522,2063,4,1,50,0,2,5230,2,South,2022,11,277000
5523,1881,3,3,6,0,3,4852,2,North,2022,11,463000
5524,1815,4,1,40,1,1,10304,1,East,2023,5,397000
5525,2380,4,3,18,1,2,9389,2,North,2022,12,475000
5526,1072,2,1,2,0,2,5401,1,East,2021,12,255000
5527,2191,4,2,36,0,2,4862,1,North,2022,7,370000
5528,1062,1,1,30,1,2,3514,1,South,2023,3,212000
5529,2102,4,3,18,0,2,6776,2,South,2021,3,361000
5530,990,2,1,17,1,1,4668,1,North,2022,5,245000
5531,1733,3,1,2,0,3,6395,2,North,2021,5,419000
5532,1529,3,3,27,1,1,4111,1,Central,2022,1,324000
5533,2045,4,3,44,1,2,9137,1,North,2022,11,360000
5534,3149,4,3,2,0,0,15663,2,West,2022,6,469000
5535,1339,3,2,4,1,1,6648,1,Central,2021,12,331000
5536,1313,3,3,44,1,1,4012,1,North,2021,8,210000
5537,1339,3,2,4,1,2,6395,1,North,2021,12,323000
5538,3489,5,4,27,1,1,10551,1,West,2021,1,492000
5539,2089,3,2,18,1,0,10761,2,South,2023,5,343000
5540,1993,3,2,23,1,1,4714,1,East,2023,6,442000
5541,904,2,1,10,1,1,3697,1,Central,2022,3,281000
5542,1639,2,1,4,1,1,3305,2,North,2021,5,376000
5543,3047,5,4,1,1,1,7565,1,West,2022,9,517000
5544,2705,5,2,33,1,2,12420,1,Central,2021,6,595000
5545,2349,4,2,33,0,2,7882,1,North,2022,1,402000
5546,1282,2,1,28,0,2,4642,1,North,2023,5,232000
5547,914,1,1,26,0,3,2838,1,East,2022,7,269000
5548,1229,2,2,3,1,2,2947,1,Central,2022,11,291000
5549,1443,3,1,1,1,3,8459,1,South,2021,2,271000
5550,1095,2,1,37,1,1,6001,1,South,2023,1,190000
5551,918,1,1,15,0,2,2212,1,North,2023,2,224000
5552,2293,4,4,5,0,1,10296,2,South,2022,9,407000
5553,3505,6,2,2,1,2,17704,1,North,2023,4,855000
5554,2242,3,1,2,1,2,7734,1,South,2022,9,377000
5555,3252,4,3,5,0,1,11296,1,East,2021,10,648000
5556,2755,4,3,37,1,2,16268,1,Central,2022,9,576000
5557,1131,1,1,45,1,2,2972,1,Central,2021,3,205000
5558,3211,4,1,43,1,0,18432,2,Central,2022,8,575000
5559,1252,3,2,45,1,2,4860,1,South,2022,11,210000
5560,1920,4,2,44,1,2,3946,2,North,2023,5,408000
5561,1733,3,2,18,1,1,8721,1,West,2023,2,343000
5562,3606,6,2,3,0,0,16007,1,East,2021,9,879000
5563,1292,2,1,37,1,3,3835,1,East,2023,3,278000
5564,1415,3,2,3,1,3,5449,1,North,2021,9,316000
5565,4103,5,1,4,1,0,22931,2,East,2022,3,957000
5566,1213,2,1,3,1,3,6384,1,North,2021,7,305000
5567,1772,3,1,17,0,1,4604,1,East,2021,9,388000
5568,2567,4,2,5,1,3,15203,1,North,2021,8,621000
5569,3344,4,3,3,1,2,9635,2,Central,2021,3,705000
5570,3547,6,2,13,1,3,11049,3,North,2021,6,853000
5571,3806,5,2,42,1,2,11434,2,Central,2023,4,867000
5572,1197,1,1,21,1,0,3087,1,Central,2023,5,210000
5573,2967,4,4,42,0,0,14701,2,West,2022,9,398000
5574,2346,4,2,3,1,2,10030,1,Central,2023,6,503000
5575,2133,4,2,3,0,1,11071,2,North,2021,7,372000
5576,1510,3,2,21,0,2,5934,2,West,2022,12,303000
5577,2137,4,3,13,0,3,9198,2,Central,2022,6,476000
5578,3846,5,2,27,0,1,14344,3,North,2022,1,761000
5579,3945,6,1,36,1,2,22772,1,East,2023,1,924000
5580,2304,4,2,33,1,1,6135,2,South,2023,5,421000
5581,1037,2,1,47,0,2,2100,1,East,2023,5,258000
5582,1951,4,2,9,1,1,5441,1,Central,2021,12,427000
5583,3424,4,1,3,0,1,9897,3,East,2021,12,697000
5584,3002,5,2,19,1,3,6232,1,North,2022,2,641000
5585,1968,4,3,2,1,3,7244,1,Central,2023,3,518000
5586,1092,2,1,4,1,2,3315,1,North,2022,7,299000
5587,1769,3,1,3,0,2,8425,1,Central,2021,12,405000
5588,2432,4,2,9,1,2,12367,2,Central,2023,6,511000
5589,3914,6,1,2,0,2,19107,2,Central,2022,11,942000
5590,1620,3,2,1,1,1,3527,1,West,2021,3,291000
5591,1834,4,3,27,1,1,10220,2,West,2023,5,346000
5592,1830,4,2,24,1,1,9383,1,West,2021,6,291000
5593,1034,1,1,30,1,1,2773,1,East,2021,5,233000
5594,3717,6,2,27,1,1,20700,1,South,2021,1,665000
5595,2352,3,3,2,1,1,5096,2,South,2022,10,426000
5596,1623,3,2,4,1,2,8815,2,West,2022,6,368000
5597,2204,4,4,2,0,1,9177,2,West,2021,1,391000
5598,2117,3,1,40,1,2,8632,1,East,2022,1,408000
5599,1774,3,2,33,0,2,4876,1,West,2021,7,222000
5600,2627,5,2,3,0,3,12973,1,West,2022,7,468000
5601,1275,2,1,5,0,0,5209,1,West,2022,12,214000
5602,2329,3,2,48,1,2,11631,2,North,2021,11,353000
5603,1566,2,2,22,1,2,6743,2,South,2023,2,282000
5604,2412,4,3,37,0,3,13191,2,South,2022,5,370000
5605,938,2,2,4,1,1,4686,1,East,2023,4,323000
5606,1985,4,1,3,1,1,4154,1,North,2022,11,442000
5607,3398,4,1,36,1,1,12610,3,West,2022,11,448000
5608,3156,5,5,29,1,1,15813,2,North,2022,8,636000
5609,1862,4,2,28,1,2,8416,2,South,2023,6,411000
5610,2390,4,3,20,1,3,8233,2,West,2022,12,397000
5611,1447,3,1,20,0,1,5826,1,North,2021,6,235000
5612,2239,3,2,32,1,1,8624,2,West,2022,4,283000
5613,2550,4,2,4,1,1,7319,1,Central,2022,9,636000
5614,1508,3,1,6,0,1,3133,2,West,2022,1,282000
5615,1650,3,3,42,0,3,3699,1,West,2021,3,238000
5616,3178,4,1,5,1,3,10831,3,West,2021,8,512000
5617,2611,4,2,19,0,1,6610,2,South,2023,5,500000
5618,1569,2,2,30,0,1,7383,1,East,2021,7,242000
5619,2457,3,2,50,1,3,9022,2,South,2023,3,322000
5620,920,2,2,11,1,0,4621,1,South,2023,1,249000
5621,949,2,1,11,1,2,5455,1,North,2021,10,269000
5622,4207,6,3,40,1,3,19594,1,East,2022,2,977000
5623,2619,4,2,37,1,2,15420,2,West,2021,11,391000
5624,2927,5,1,32,1,0,17487,2,Central,2021,3,538000
5625,1354,3,1,13,0,1,4729,1,East,2022,7,283000
5626,2890,4,1,5,0,3,6012,2,South,2021,7,519000
5627,1727,3,1,23,1,0,4036,2,West,2022,12,272000
5628,2161,4,4,42,1,1,6033,2,West,2022,1,305000
5629,1859,3,2,42,1,2,4726,2,South,2023,6,359000
5630,1385,2,1,2,1,3,7983,1,South,2022,9,293000
5631,3219,4,1,11,0,2,16059,3,East,2021,4,696000
5632,1757,3,2,13,1,1,10459,1,East,2021,9,417000
5633,1110,2,2,49,1,2,3174,1,West,2022,3,163000
5634,1545,3,2,28,1,1,4948,2,East,2021,4,318000
5635,909,2,2,9,1,1,2165,1,North,2022,10,255000
5636,1208,3,3,1,1,3,6786,1,North,2021,6,325000
5637,2031,3,3,20,1,1,6382,1,Central,2021,2,381000
5638,3178,5,2,2,1,0,18345,3,South,2021,4,574000
5639,1003,1,1,39,0,1,3918,1,North,2023,1,199000
5640,1578,2,1,33,0,2,5286,1,West,2021,9,162000
5641,2133,4,3,13,0,2,7505,2,West,2021,2,385000
5642,2777,5,4,11,0,2,13306,2,West,2023,1,529000
5643,2238,3,2,43,1,2,9035,1,East,2022,4,424000
5644,2221,3,1,4,1,2,10444,2,Central,2022,8,499000
5645,2318,4,1,3,1,2,6597,1,North,2022,6,478000
5646,1040,1,1,46,1,1,4108,1,East,2021,8,173000
5647,1328,2,1,37,1,1,3911,1,East,2021,10,247000
5648,3351,5,5,38,0,2,12594,1,North,2021,1,582000
5649,1708,2,1,3,1,0,7447,1,East,2021,1,387000
5650,2124,4,1,2,1,1,8811,2,West,2022,4,385000
5651,3237,5,4,1,1,2,6576,2,East,2023,4,779000
5652,2233,4,1,3,1,2,4743,2,Central,2022,4,494000
5653,1020,1,1,35,0,2,5339,1,West,2023,3,146000
5654,1890,3,1,3,1,2,11121,2,West,2021,3,331000
5655,1016,1,1,32,1,2,3384,1,Central,2023,4,248000
5656,1008,2,1,4,1,3,4055,1,West,2022,12,261000
5657,2110,4,2,9,1,1,8774,1,West,2022,10,363000
5658,2704,5,1,49,1,2,11717,1,West,2022,3,380000
5659,4124,5,1,3,0,0,20431,2,East,2022,10,923000
5660,1805,3,1,7,0,1,4153,1,East,2021,3,409000
5661,1169,2,2,5,1,3,3160,1,North,2021,4,287000
5662,1435,3,2,2,0,1,3731,1,Central,2023,1,350000
5663,3497,4,4,15,1,1,17944,2,South,2021,2,535000
5664,1807,4,1,7,0,2,5225,1,East,2022,7,449000
5665,1967,4,1,29,1,0,9118,2,South,2023,1,367000
5666,3221,5,4,38,1,2,14323,1,West,2023,4,442000
5667,2920,4,2,19,0,1,15196,2,Central,2023,1,640000
5668,2803,5,3,1,1,1,9307,2,Central,2021,8,694000
5669,1064,2,1,24,1,2,5055,1,West,2023,3,217000
5670,2541,4,4,2,1,2,8779,1,East,2021,4,684000
5671,3062,4,1,24,1,2,8515,1,East,2023,5,653000
5672,1408,2,2,29,0,2,6449,1,South,2022,3,220000
5673,1813,4,1,3,1,2,9370,2,South,2023,4,475000
5674,2305,4,1,38,1,2,8195,1,East,2021,9,374000
5675,4456,6,2,44,1,1,23285,3,Central,2021,11,874000
5676,1392,3,3,38,1,1,4633,1,East,2023,5,330000
5677,1939,3,2,5,0,1,5107,2,East,2022,9,484000
5678,1140,1,1,22,0,1,3774,1,Central,2023,1,205000
5679,2503,5,3,45,1,0,8845,1,East,2022,8,572000
5680,913,1,1,5,1,1,5256,1,South,2022,3,204000
5681,1587,3,2,38,1,3,4146,2,South,2021,7,260000
5682,1692,2,1,1,0,2,7049,2,South,2021,6,320000
5683,4429,6,6,1,0,1,24390,3,West,2021,4,710000
5684,1013,2,2,34,0,2,2858,1,South,2022,1,169000
5685,1487,3,3,34,1,2,4643,1,West,2022,1,230000
5686,3186,5,2,36,1,1,11569,1,Central,2021,8,580000
5687,2106,3,2,46,1,2,6371,2,South,2022,10,316000
5688,3653,5,3,2,0,0,11234,2,North,2023,2,830000
5689,992,1,1,3,0,2,5882,1,West,2021,9,154000
5690,2399,3,3,44,1,1,10441,2,South,2023,5,385000
5691,1423,2,1,3,1,2,6757,1,East,2022,9,339000
5692,976,1,1,29,1,2,3461,1,West,2023,3,192000
5693,2341,4,1,18,1,2,6645,1,East,2022,4,477000
5694,2341,3,1,2,1,2,5214,1,Central,2023,6,492000
5695,2604,4,2,4,0,2,5990,2,South,2021,11,492000
5696,1863,4,4,17,0,0,8776,2,South,2021,7,346000
5697,2260,4,3,40,1,2,13041,1,Central,2021,4,400000
5698,1837,4,3,30,1,3,3999,1,North,2022,5,398000
5699,3968,6,4,24,1,2,19504,1,North,2021,12,826000
5700,1203,2,1,16,1,3,5150,1,Central,2021,5,272000
5701,1170,2,1,4,1,1,6072,1,South,2023,4,269000
5702,2076,3,3,2,0,1,5832,2,North,2023,4,431000
5703,1652,2,1,10,1,2,7261,2,East,2022,7,473000
5704,1002,2,2,1,1,1,3366,1,North,2022,1,269000
5705,4333,6,4,3,1,0,9306,3,West,2021,4,749000
5706,1078,2,1,11,1,2,3813,1,East,2023,3,324000
5707,3396,4,2,10,1,1,18323,1,West,2021,7,486000
5708,940,2,2,1,0,1,2630,1,South,2022,11,205000
5709,2473,4,1,22,1,3,12072,2,Central,2021,6,435000
5710,3798,5,3,19,1,1,16959,2,South,2021,9,658000
5711,1268,3,1,2,1,1,2894,1,West,2021,1,292000
5712,4321,5,2,47,0,1,11160,3,Central,2022,10,835000
5713,2294,3,1,2,0,3,9930,1,East,2022,11,501000
5714,3821,5,4,40,0,2,22924,2,North,2021,2,740000
5715,2037,4,1,1,1,1,7151,2,North,2021,2,440000
5716,2357,4,2,42,1,1,7600,1,Central,2021,5,390000
5717,1018,1,1,1,0,2,2791,1,West,2021,11,238000
5718,1698,3,3,34,1,1,6838,2,Central,2022,8,396000
5719,946,1,1,6,1,3,4544,1,West,2021,7,197000
5720,909,2,2,32,1,2,4708,1,South,2022,5,208000
5721,1041,2,2,9,0,1,2522,1,North,2023,5,243000
5722,2280,3,1,2,0,3,5081,2,Central,2022,12,486000
5723,3163,5,3,34,0,1,11658,1,East,2021,12,604000
5724,1074,1,1,2,1,1,2967,1,South,2023,5,238000
5725,1236,2,2,45,1,1,2533,1,East,2022,7,253000
5726,1967,3,1,2,0,2,6897,1,North,2021,3,378000
5727,1348,2,1,14,0,1,4491,1,South,2022,6,229000
5728,1536,3,1,31,0,1,8930,2,West,2021,8,231000
5729,1174,1,1,8,0,0,5896,1,North,2021,12,183000
5730,4400,5,3,3,1,3,24867,2,North,2021,2,895000
5731,3251,4,1,34,1,1,10610,3,East,2022,10,647000
5732,1696,2,1,36,1,1,3626,2,West,2021,2,253000
5733,1982,3,1,45,1,2,8572,1,North,2021,7,308000
5734,2435,4,2,7,1,2,10845,1,North,2021,5,454000
5735,1951,3,1,16,0,3,4474,1,Central,2022,7,430000
5736,1788,3,2,6,1,1,5108,2,North,2022,4,414000
5737,1717,3,2,4,1,3,4588,1,North,2023,2,443000
5738,1310,2,2,33,0,2,5390,1,South,2021,10,198000
5739,1309,2,2,5,1,1,5835,1,South,2021,1,263000
5740,2068,3,1,11,1,3,9720,2,East,2022,11,516000
5741,2779,5,2,9,0,2,14705,1,Central,2022,6,613000
5742,2456,3,1,31,1,2,11566,1,East,2022,8,416000
5743,2895,5,1,45,0,3,16712,1,West,2022,5,385000
5744,4207,6,1,27,1,2,23383,2,Central,2022,1,886000
5745,1389,2,1,14,1,0,6998,1,North,2022,10,273000
5746,2420,3,2,35,1,3,9863,1,East,2022,5,466000
5747,2032,4,1,26,0,1,7181,2,West,2022,12,289000
5748,4165,5,1,2,1,2,8847,2,South,2022,6,750000
5749,4408,5,3,2,1,1,10025,3,West,2023,1,770000
5750,2417,4,3,1,0,1,13384,1,West,2021,9,341000
5751,1070,1,1,13,1,2,2155,1,East,2023,6,294000
5752,2616,5,1,38,1,2,6272,2,North,2021,5,579000
5753,1035,1,1,5,1,2,4536,1,North,2021,8,238000
5754,3213,5,3,8,0,3,8667,2,South,2021,12,568000
5755,4244,5,4,44,1,1,24765,1,North,2021,3,777000
5756,1661,3,1,39,0,2,7999,2,West,2022,10,224000
5757,2465,3,3,27,1,2,5183,2,South,2022,7,385000
5758,1764,3,2,4,1,2,9031,1,West,2022,11,362000
5759,1707,3,1,2,1,2,6240,2,South,2021,2,364000
5760,2027,4,3,1,0,1,4291,2,West,2022,12,342000
5761,3434,4,1,2,1,2,15798,2,Central,2023,5,725000
5762,4105,5,1,4,1,2,24327,3,Central,2021,6,925000
5763,3995,6,2,19,1,1,18574,1,East,2023,4,970000
5764,1482,2,1,2,1,2,4660,1,North,2022,3,376000
5765,3195,4,3,2,1,1,16384,3,South,2021,11,583000
5766,2949,4,3,3,1,3,9106,2,East,2021,7,738000
5767,1085,1,1,25,0,2,5651,1,Central,2021,4,193000
5768,1525,2,1,24,1,1,6026,1,East,2022,10,274000
5769,1288,2,1,19,1,0,6592,1,West,2021,11,200000
5770,4298,5,3,4,1,2,23044,2,West,2022,8,709000
5771,1968,4,1,7,0,2,5304,1,East,2021,5,426000
5772,3127,5,4,2,1,3,16996,2,East,2023,6,838000
5773,929,2,1,3,0,1,4511,1,South,2022,6,199000
5774,3384,5,3,43,1,0,13459,1,North,2022,12,577000
5775,1600,2,1,49,1,3,6373,2,West,2022,6,239000
5776,2459,3,2,26,0,1,9016,2,Central,2021,11,389000
5777,2345,3,3,45,1,2,12794,1,East,2021,3,418000
5778,1033,2,1,26,1,0,5294,1,East,2022,2,228000
5779,2995,5,5,1,1,2,8669,1,South,2023,1,625000
5780,1399,3,2,50,1,1,8073,1,East,2021,8,265000
5781,1716,2,2,2,1,2,8340,2,South,2022,12,383000
5782,2022,4,1,29,0,2,4658,1,West,2021,10,292000
5783,2052,3,2,4,0,3,11673,1,East,2023,6,495000
5784,947,1,1,8,1,0,2101,1,East,2021,10,255000
5785,964,2,1,26,0,1,3101,1,North,2022,5,251000
5786,3768,6,2,11,1,0,15260,2,West,2022,4,705000
5787,1570,3,2,4,0,3,5005,2,South,2022,10,326000
5788,2822,4,3,5,1,2,8360,1,South,2022,8,541000
5789,3513,6,4,5,1,2,17862,2,East,2021,7,964000
5790,1594,3,2,48,0,1,9457,1,East,2022,5,264000
5791,1437,3,2,37,1,2,6150,1,South,2022,10,252000
5792,2386,3,3,13,1,1,9431,1,Central,2022,9,442000
5793,4262,6,6,3,1,1,24865,3,East,2022,3,1100000
5794,4091,6,1,37,1,2,14331,1,West,2022,9,610000
5795,2342,3,3,3,1,0,11391,1,West,2023,3,369000
5796,3079,4,1,3,1,2,9377,2,West,2023,5,545000
5797,1129,2,1,7,1,3,2787,1,East,2023,4,343000
5798,4479,6,4,42,1,3,11135,1,Central,2023,2,929000
5799,4186,5,1,2,0,2,21084,2,Central,2023,5,965000
5800,1246,3,3,2,1,1,2656,1,East,2021,7,323000
5801,1431,3,2,15,1,2,7502,1,West,2022,9,286000
5802,1435,2,1,4,1,1,7738,1,North,2022,11,288000
5803,1533,2,2,21,1,1,5963,2,North,2023,5,308000
5804,2598,4,3,13,1,2,10003,2,East,2023,4,712000
5805,2044,3,2,11,1,3,8980,2,Central,2021,6,521000
5806,1577,2,1,2,1,0,7654,2,West,2021,1,274000
5807,2345,3,2,2,1,1,11185,1,West,2021,12,356000
5808,3755,5,1,38,0,2,10940,1,North,2022,1,721000
5809,2094,3,2,43,1,1,5218,1,East,2023,4,408000
5810,1955,4,3,3,1,2,11452,1,East,2021,3,459000
5811,1579,2,2,2,1,1,5411,2,West,2023,5,360000
5812,4193,5,4,2,1,1,19988,3,North,2023,3,946000
5813,3157,4,4,23,1,2,10218,1,East,2022,1,690000
5814,1294,3,1,31,0,3,2626,1,Central,2023,1,290000
5815,1052,2,1,7,1,2,2344,1,Central,2022,10,338000
5816,1471,3,1,28,1,3,6978,1,Central,2022,4,320000
5817,1527,2,1,31,1,1,3706,2,South,2021,1,223000
5818,1656,3,3,46,0,3,3790,2,Central,2023,3,432000
5819,3512,5,3,2,1,1,14438,3,Central,2021,9,913000
5820,2259,3,1,3,1,3,8564,1,Central,2023,4,466000
5821,3457,4,4,2,0,2,17301,3,Central,2021,12,673000
5822,1761,2,2,41,1,1,5694,1,Central,2023,6,358000
5823,3018,5,3,36,1,1,14525,3,South,2023,1,559000
5824,3370,4,4,21,0,2,18449,1,North,2021,7,587000
5825,1380,2,1,2,1,0,5486,1,West,2023,1,241000
5826,2473,3,1,4,1,3,8059,2,East,2023,1,555000
5827,2108,4,3,4,0,1,8806,1,South,2021,8,334000
5828,1069,1,1,20,1,1,2530,1,West,2021,1,184000
5829,1677,3,3,4,1,1,3886,1,North,2021,10,416000
5830,2370,4,2,2,0,0,7749,1,North,2021,8,432000
5831,4004,6,5,32,1,2,21011,1,South,2021,9,708000
5832,1929,4,4,4,1,2,4044,1,North,2022,10,502000
5833,2747,5,1,13,1,3,7896,2,West,2021,10,477000
5834,1939,3,2,2,0,0,10525,2,Central,2022,7,429000
5835,3494,4,2,37,1,3,8614,1,West,2021,4,429000
5836,1885,4,4,20,0,1,6364,1,West,2022,1,322000
5837,2552,4,3,44,1,3,13938,2,North,2022,8,570000
5838,2120,4,2,16,1,1,5660,1,East,2022,7,417000
5839,1829,3,1,46,1,2,6556,1,Central,2022,6,377000
5840,2164,3,2,43,1,2,9116,1,West,2023,4,327000
5841,2259,4,1,21,1,1,9636,2,South,2021,5,348000
5842,1287,2,1,46,1,0,2623,1,Central,2022,12,211000
5843,1312,3,2,5,1,2,4429,1,Central,2022,2,314000
5844,1140,1,1,7,0,0,2721,1,South,2022,6,167000
5845,2581,4,2,1,1,2,5600,1,South,2022,4,555000
5846,1370,2,2,22,1,2,8075,1,South,2021,10,211000
5847,1354,2,1,31,1,2,7179,1,North,2021,10,235000
5848,3321,5,4,35,0,3,12748,2,Central,2021,8,608000
5849,2187,3,3,2,1,1,10137,2,Central,2021,9,480000
5850,2059,3,1,12,0,1,5607,1,West,2022,11,302000
5851,990,2,1,3,0,1,3262,1,West,2022,5,209000
5852,4378,5,3,27,1,2,12704,2,West,2021,7,669000
5853,3011,4,2,3,1,3,16469,1,South,2021,4,563000
5854,2958,5,2,44,1,3,7926,1,West,2021,9,413000
5855,1924,4,3,3,1,3,5348,2,Central,2022,10,500000
5856,2622,5,4,4,1,3,12085,1,Central,2021,1,656000
5857,1409,3,1,40,1,3,3241,1,North,2021,5,224000
5858,1569,2,1,13,1,1,7295,2,East,2022,9,348000
5859,918,1,1,1,1,3,5342,1,South,2021,1,231000
5860,1706,3,1,16,1,2,4617,1,West,2021,8,298000
5861,2014,4,4,2,1,1,10880,2,East,2021,1,481000
5862,2023,4,3,49,0,0,9327,2,South,2021,2,265000
5863,936,2,1,22,1,1,3968,1,West,2022,7,207000
